Holunder-Knabenkraut	Dactylorhiza sambucina
Torfmoos-Knabenkraut	Dactylorhiza sphagnicola
Traunsteiners Knabenkraut	Dactylorhiza traunsteineri
Dreizahn	Danthonia
Kelch-Traubenhafer	Danthonia alpina
Dreizahn	Danthonia decumbens
Rasen-Dreizahn	Danthonia decumbens subsp. decipiens
Gewöhnlicher Dreizahn	Danthonia decumbens subsp. decumbens
Seidelbast	Daphne
Rosmarin-Seidelbast	Daphne cneorum
Lorbeer-Seidelbast	Daphne laureola
Gestreifter Seidelbast	Daphne striata
Scheinhanfgewächse	Datiscaceae
Stechapfel	Datura
Weißer Stechapfel	Datura stramonium
Gewöhnlicher Weißer Stechapfel	Datura stramonium var. stramonium
Blauer Stechapfel	Datura stramonium var. tatula
Möhre	Daucus
Wilde Möhre	Daucus carota
Hoher Rittersporn	Delphinium elatum
Adlerfarngewächse	Dennstaedtiaceae
Schmiele	Deschampsia
Rasen-Schmiele	Deschampsia cespitosa
Gewöhnliche Rasen-Schmiele	Deschampsia cespitosa subsp. cespitosa
Armblütige Rasen-Schmiele	Deschampsia cespitosa subsp. parviflora
Draht-Schmiele	Deschampsia flexuosa
Bodensee-Rasenschmiele	Deschampsia littoralis
Binsen-Schmiele	Deschampsia media
Moor-Schmiele	Deschampsia setacea
Elbe-Rasenschmiele	Deschampsia wibeliana
Besenrauke	Descurainia
Besenrauke	Descurainia sophia
Aufrechtes Steifgras	Desmazeria rigida
Nelke	Dianthus
Sand-Nelke	Dianthus arenarius
Sand-Nelke	Dianthus arenarius subsp. borussicus
Büschel-Nelke	Dianthus armeria
Karthäuser-Nelke	Dianthus carthusianorum
Karthäuser-Nelke	Dianthus carthusianorum agg.
Heide-Nelke	Dianthus deltoides
Pfingst-Nelke	Dianthus gratianopolitanus
Feder-Nelke	Dianthus plumarius
Feder-Nelke	Dianthus plumarius agg.
Busch-Nelke	Dianthus seguieri
Busch-Nelke	Dianthus seguieri subsp. glaber
Pracht-Nelke	Dianthus superbus
Alpen-Prachtnelke	Dianthus superbus subsp. alpestris
Späte Pracht-Nelke	Dianthus superbus subsp. silvestris
Gewöhnliche Pracht-Nelke	Dianthus superbus subsp. superbus
Stein-Nelke	Dianthus sylvestris
Sanikelgewächse	Diapensiaceae
Sanikelartige	Diapensiales
Herzblume	Dicentra
Zweikeimblättrige	Dicotyledonae = Magnoliopsida
Diptam	Dictamnus
Diptam	Dictamnus albus
Fingerhut	Digitalis
Großblütiger Fingerhut	Digitalis grandiflora
Gelber Fingerhut	Digitalis lutea
Roter Fingerhut	Digitalis purpurea
Fingerhirse	Digitaria
Faden-Fingerhirse	Digitaria ischaemum
Blutrote Fingerhirse	Digitaria sanguinalis
Wimper-Fingerhirse	Digitaria sanguinalis subsp. pectiniformis
Gewöhnliche Blutrote Fingerhirse	Digitaria sanguinalis subsp. sanguinalis
Rosenapfelbaumartige	Dilleniales
Rosenapfelbaumähnliche	Dilleniidae
Rauer Eibisch	Dinacrusa hirsuta
Yamswurzgewächse	Dioscoreaceae
Flachbärlapp	Diphasiastrum
Alpen-Flachbärlapp	Diphasiastrum alpinum
Gewöhnlicher Flachbärlapp	Diphasiastrum complanatum
Isslers Flachbärlapp	Diphasiastrum issleri
Oellgaards Flachbärlapp	Diphasiastrum oellgaardii
Zypressen-Flachbärlapp	Diphasiastrum tristachyum
Zeillers Flachbärlapp	Diphasiastrum zeilleri
Doppelsame	Diplotaxis
Mauer-Doppelsame	Diplotaxis muralis
Ruten-Doppelsame	Diplotaxis viminea
Kardenartige	Dipsacales
Karde	Dipsacus
Behaarte Karde	Dipsacus pilosus
Schlanke Karde	Dipsacus strigosus
Alant	Dittrichia
Stinkender Klebalant	Dittrichia graveolens
Gemswurz	Doronicum
Österreichische Gemswurz	Doronicum austriacum
Herzblättrige Gemswurz	Doronicum columnae
Gletscher-Gemswurz	Doronicum glaciale
Großblütige Gemswurz	Doronicum grandiflorum
Kriechende Gemswurz	Doronicum pardalianches
Backenklee	Dorycnium
Seidiger Backenklee	Dorycnium germanicum
Krautiger Backenklee	Dorycnium herbaceum
Felsenblümchen	Draba
Immergrünes Felsenblümchen	Draba aizoides agg.
Eis-Felsenblümchen	Draba dubia
Fladnitzer Felsenblümchen	Draba fladnizensis
Mauer-Felsenblümchen	Draba muralis
Hain-Felsenblümchen	Draba nemorosa
Sauters Felsenblümchen	Draba sauteri
Kärntner Felsenblümchen	Draba siliquosa
Filziges Felsenblümchen	Draba tomentosa
Drachenkopf	Dracocephalum
Nordischer Drachenkopf	Dracocephalum ruyschiana
Sonnentau	Drosera
Bastard-Sonnentau	Drosera × obovata
Mittlerer Sonnentau	Drosera intermedia
Langblättriger Sonnentau	Drosera longifolia
Rundblättriger Sonnentau	Drosera rotundifolia
Silberwurz	Dryas
Silberwurz	Dryas octopetala
Wurmfarn	Dryopteris
Dewevers' Dornfarn	Dryopteris × deweveri
Sarvelas' Dornfarn	Dryopteris × sarvelae
Geröll-Wurmfarn	Dryopteris abbreviata
Echter Spreuschuppiger Wurmfarn	Dryopteris affinis subsp. affinis
Gewöhnlicher Spreuschuppiger Wurmfarn	Dryopteris affinis subsp. borreri
Drüsiger Spreuschuppiger Wurmfarn	Dryopteris affinis subsp. cambrensis
Feingliedriger Dornfarn	Dryopteris assimilis
Walisischer Wurmfarm	Dryopteris cambrensis subsp. cambrensis
Gewöhnlicher Dornfarn	Dryopteris carthusiana
Kammfarn	Dryopteris cristata
Breitblättriger Dornfarn	Dryopteris dilatata
Feingliedriger Dornfarn	Dryopteris expansa var. alpina
Gewöhnlicher Wurmfarn	Dryopteris filix-mas
Spreuschuppiger Wurmfarn	Dryopteris pseudomas
Entferntfiedriger Dornfarn	Dryopteris remota
Starrer Wurmfarn	Dryopteris villarii
Scheinerdbeere	Duchesnea
Indische Scheinerdbeere	Duchesnea indica
Hühnerhirse	Echinochloa
Borstige Hühnerhirse	Echinochloa muricata
Stachelgurke	Echinocystis
Stachelgurke	Echinocystis lobata
Kugeldistel	Echinops
Drüsenblättrige Kugeldistel	Echinops sphaerocephalus
Natterkopf	Echium
Großblüten-Wasserpest	Egeria
Grossblüten-Wasserpest	Egeria densa
Tännelgewächse	Elatinaceae
Tännel	Elatine
Quirl-Tännel	Elatine alsinastrum
Sechsmänniger Tännel	Elatine hexandra
Wasserpfeffer-Tännel	Elatine hydropiper
Wasserpfeffer-Tännel	Elatine hydropiper agg.
Gewöhnlicher Wasserpfeffer-Tännel	Elatine hydropiper subsp. hydropiper
Geradsamiger Wasserpfeffer-Tännel	Elatine hydropiper subsp. orthosperma
Dreimänniger Tännel	Elatine triandra
Sumpfbinse	Eleocharis
Nadel-Sumpfbinse	Eleocharis acicularis
Österreichische Sumpfbinse	Eleocharis austriaca
Zitzen-Sumpfbinse	Eleocharis mamillata
Vielstängelige Sumpfbinse	Eleocharis multicaulis
Eiförmige Sumpfbinse	Eleocharis ovata
Eiförmige Sumpfbinse	Eleocharis ovata agg.
Gewöhnliche Sumpfbinse	Eleocharis palustris
Kleinfrüchtige Gewöhnliche Sumpfbinse	Eleocharis palustris subsp. palustris
Großfrüchtige Gewöhnliche Sumpfbinse	Eleocharis palustris subsp. vulgaris
Zwerg-Sumpfbinse	Eleocharis parvula
Armblütige Sumpfbinse	Eleocharis quinqueflora
Einspelzige Sumpfbinse	Eleocharis uniglumis
Echter Korakan	Eleusine coracana
Wilder Korakan	Eleusine indica
Wasserpest	Elodea
Argentinische Wasserpest	Elodea callitrichoides
Schmalblättrige Wasserpest	Elodea nuttallii
Echte Kammminze	Elsholtzia ciliata
Quecke	Elymus
Sand-Quecke	Elymus arenosus
Dünen-Quecke	Elymus athericus
Hunds-Quecke	Elymus caninus
Pontische Quecke	Elymus elongatus subsp. ponticus
Binsen-Quecke	Elymus farctus
Binsen-Quecke	Elymus farctus subsp. boreoatlanticus
Graugrüne Quecke	Elymus hispidus
Lockerblütige Bastard-Quecke	Elymus laxus
Stumpfblütige Quecke	Elymus obtusiflorus
Bastard-Binsen-Quecke	Elymus obtusiusculus
Bastard-Kriech-Quecke	Elymus oliveri
Feld-Quecke	Elymus pungens subsp. campestris
Dünen-Quecke	Elymus pycnanthus
Kriech-Quecke	Elymus repens
Sand-Quecke	Elymus repens subsp. arenosus
Strand-Kriech-Quecke	Elymus repens subsp. littoreus
Gewöhnliche Kriech-Quecke	Elymus repens subsp. repens
Krähenbeere	Empetrum
Zwittrige Krähenbeere	Empetrum hermaphroditum
Schwarze Krähenbeere	Empetrum nigrum
Weidenröschen	Epilobium
Quirlblättriges Weidenröschen	Epilobium alpestre
Mierenblättriges Weidenröschen	Epilobium alsinifolium
Gauchheilblättriges Weidenröschen	Epilobium anagallidifolium
Schmalblättriges Weidenröschen	Epilobium angustifolium
Kurzfrüchtiges Weidenröschen	Epilobium brachycarpum
Drüsiges Weidenröschen	Epilobium ciliatum
Hügel-Weidenröschen	Epilobium collinum
Rosmarin-Weidenröschen	Epilobium dodonaei
Kies-Weidenröschen	Epilobium fleischeri
Zottiges Weidenröschen	Epilobium hirsutum
Lanzettblättriges Weidenröschen	Epilobium lanceolatum
Berg-Weidenröschen	Epilobium montanum
Nickendes Weidenröschen	Epilobium nutans
Dunkelgrünes Weidenröschen	Epilobium obscurum
Sumpf-Weidenröschen	Epilobium palustre
Kleinblütiges Weidenröschen	Epilobium parviflorum
Rosenrotes Weidenröschen	Epilobium roseum
Vierkantiges Weidenröschen	Epilobium tetragonum
Graugrünes Weidenröschen	Epilobium tetragonum subsp. lamyi
Gewöhnliches Vierkantiges Weidenröschen	Epilobium tetragonum subsp. tetragonum
Sockenblume	Epimedium
Alpen-Sockenblume	Epimedium alpinum
Gefiederte Sockenblume	Epimedium pinnatum
Stendelwurz	Epipactis
Gaucklers Stendelwurz	Epipactis × gauckleri
Elbe-Stendelwurz	Epipactis albensis
Rotbraune Stendelwurz	Epipactis atrorubens
Zierliche Stendelwurz	Epipactis confusa
Entferntblütige Stendelwurz	Epipactis distans
Greuters Stendelwurz	Epipactis greuteri
Breitblättrige Stendelwurz	Epipactis helleborine
Gewöhnliche Breitblättrige Stendelwurz	Epipactis helleborine subsp. helleborine
Holländische Stendelwurz	Epipactis helleborine subsp. neerlandica
Schmallippige Stendelwurz	Epipactis leptochila
Gewöhnliche Schmallippige Stendelwurz	Epipactis leptochila subsp. leptochila
Übersehene Schmallippige Stendelwurz	Epipactis leptochila subsp. neglecta
Kleinblättrige Stendelwurz	Epipactis microphylla
Müllers Stendelwurz	Epipactis muelleri
Sumpf-Stendelwurz	Epipactis palustris
Peitz' Stendelwurz	Epipactis peitzii
Grünblütige Stendelwurz	Epipactis phyllanthes
Violette Stendelwurz	Epipactis purpurata
Rhone-Stendelwurz	Epipactis rhodanensis
Widerbart	Epipogium
Blattloser Widerbart	Epipogium aphyllum
Schachtelhalmartige	Equisetales
Schachtelhalme	Equisetopsida
Schachtelhalm	Equisetum
Acker-Schachtelhalm	Equisetum arvense
Dyces Schachtelhalm	Equisetum dycei
Teich-Schachtelhalm	Equisetum fluviatile
Winter-Schachtelhalm	Equisetum hyemale
Ufer-Schachtelhalm	Equisetum litorale
Südlicher Schachtelhalm	Equisetum meridionale
Moores Schachtelhalm	Equisetum moorei
Sumpf-Schachtelhalm	Equisetum palustre
Wiesen-Schachtelhalm	Equisetum pratense
Ästiger Schachtelhalm	Equisetum ramosissimum
Wald-Schachtelhalm	Equisetum sylvaticum
Riesen-Schachtelhalm	Equisetum telmateia
Rauzähniger Schachtelhalm	Equisetum trachyodon
Bunter Schachtelhalm	Equisetum variegatum
Liebesgras	Eragrostis
Elbe-Liebesgras	Eragrostis albensis
Großähriges Liebesgras	Eragrostis cilianensis
Schwachgekrümmtes Liebesgras	Eragrostis curvula
Kleines Liebesgras	Eragrostis minor
Japanisches Liebesgras	Eragrostis multicaulis
Winterling	Eranthis
Winterling	Eranthis hyemalis
Scheinkreuzkraut	Erechtites hieraciifolius
Glockenheide	Erica
Graue Heide	Erica cinerea
Heidekrautartige	Ericales
Berufkraut	Erigeron
Scharfes Berufkraut	Erigeron acris
Gewöhnliches Scharfes Berufkraut	Erigeron acris subsp. acris
Schotter-Berufkraut	Erigeron acris subsp. angulosus
Nordisches Scharfes Berufkraut	Erigeron acris subsp. droebachiensis
Alpen-Berufkraut	Erigeron alpinus
Alpen-Berufkraut	Erigeron alpinus agg.
Gewöhnlicher Einjähriger Feinstrahl	Erigeron annuus subsp. annuus
Nordischer Einjähriger Feinstrahl	Erigeron annuus subsp. septentrionalis
Striegelhaariger Einjähriger Feinstrahl	Erigeron annuus subsp. strigosus
Drüsiges Berufkraut	Erigeron atticus
Felsen-Berufkraut	Erigeron gaudini
Kahles Berufkraut	Erigeron glabratus
Verkanntes Berufkraut	Erigeron neglectus
Einköpfiges Berufkraut	Erigeron uniflorus
Wollgras	Eriophorum
Schmalblättriges Wollgras	Eriophorum angustifolium
Schlankes Wollgras	Eriophorum gracile
Breitblättriges Wollgras	Eriophorum latifolium
Scheuchzers Wollgras	Eriophorum scheuchzeri
Scheiden-Wollgras	Eriophorum vaginatum
Wollblatt	Eriophyllum
Wolliges Wollblatt	Eriophyllum lanatum
Reiherschnabel	Erodium
Dünen-Reiherschnabel	Erodium ballii
Gewöhnlicher Reiherschnabel	Erodium cicutarium
Dänischer Reiherschnabel	Erodium danicum
Drüsiger Reiherschnabel	Erodium lebelii
Hungerblümchen	Erophila
Frühlings-Hungerblümchen	Erophila verna
Frühes Hungerblümchen	Erophila verna subsp. praecox
Rundfrüchtiges Hungerblümchen	Erophila verna subsp. spathulata
Frühlings-Hungerblümchen	Erophila verna subsp. verna
Hundsrauke	Erucastrum
Stumpfkantige Hundsrauke	Erucastrum nasturtiifolium
Stumpfkantige Hundsrauke	Erucastrum nasturtiifolium agg.
Mannstreu	Eryngium
Feld-Mannstreu	Eryngium campestre
Stranddistel	Eryngium maritimum
Schöterich	Erysimum
Acker-Schöterich	Erysimum cheiranthoides
Goldlack	Erysimum cheiri
Bleicher Schöterich	Erysimum crepidifolium
Ruten-Schöterich	Erysimum hieraciifolium
Harter Schöterich	Erysimum marschallianum
Wohlriechender Schöterich	Erysimum odoratum
Wohlriechender Schöterich	Erysimum odoratum agg.
Lack-Schöterich	Erysimum perofskianum
	Erysimum sylvestre agg.
Mohn	Eschscholzia
Kalifornischer Mohn	Eschscholzia californica
Pfaffenhütchen	Euonymus
Breitblättriges Pfaffenhütchen	Euonymus latifolius
Wasserdost	Eupatorium
Wasserdost	Eupatorium cannabinum
Wolfsmilch	Euphorbia
Zypressen-Wolfsmilch	Euphorbia cyparissias
Süße Wolfsmilch	Euphorbia dulcis
Haarfrüchtige Süße Wolfsmilch	Euphorbia dulcis subsp. dulcis
Kahlfrüchtige Süße Wolfsmilch	Euphorbia dulcis subsp. incompta
Vielfarbige Wolfsmilch	Euphorbia epithymoides agg.
Esels-Wolfsmilch	Euphorbia esula
Esels-Wolfsmilch	Euphorbia esula agg.
Sichel-Wolfsmilch	Euphorbia falcata
Sichel-Wolfsmilch	Euphorbia falcata agg.
Sonnenwend-Wolfsmilch	Euphorbia helioscopia
Kreuzbblättrige Wolfsmilch	Euphorbia lathyris
Sumpf-Wolfsmilch	Euphorbia palustris
Garten-Wolfsmilch	Euphorbia peplus
Garten-Wolfsmilch	Euphorbia peplus agg.
Schein-Rutenwolfsmilch	Euphorbia pseudovirgata
Weidenblättrige Wolfsmilch	Euphorbia salicifolia
Steppen-Wolfsmilch	Euphorbia seguieriana
Steife Wolfsmilch	Euphorbia stricta
Warzen-Wolfsmilch	Euphorbia verrucosa
Zottige Wolfsmilch	Euphorbia villosa
Zottige Wolfsmilch	Euphorbia villosa agg.
Ruten-Wolfsmilch	Euphorbia virgata
Schein-Rutenwolfsmilch	Euphorbia virgultosa
Ruten-Wolfsmilch	Euphorbia waldsteinii
Wolfsmilchartige	Euphorbiales
Augentrost	Euphrasia
Nordischer Augentrost	Euphrasia frigida
Zottiger Augentrost	Euphrasia hirtella
Großblütiger Wiesen-Augentrost	Euphrasia kerneri
Schlanker Augentrost	Euphrasia micrantha
Zwerg-Augentrost	Euphrasia minima
Zwerg-Augentrost	Euphrasia minima agg.
Hain-Augentrost	Euphrasia nemorosa
Blauer Hain-Augentrost	Euphrasia nemorosa subsp. coerulea
Gewöhnlicher Hain-Augentrost	Euphrasia nemorosa subsp. nemorosa
Großer Augentrost	Euphrasia officinalis
Kerners Augentrost	Euphrasia officinalis subsp. kerneri
Bunter Augentrost	Euphrasia officinalis subsp. picta
Wiesen-Augentrost	Euphrasia officinalis subsp. rostkoviana
Salzburger Augentrost	Euphrasia salisburgensis
Salzburger Augentrost	Euphrasia salisburgensis agg.
Steifer Augentrost	Euphrasia stricta
Steifer Augentrost	Euphrasia stricta agg.
Dreispitziger Augentrost	Euphrasia tricuspidata
Krainer Augentrost	Euphrasia tricuspidata subsp. cuspidata
Schmetterlingsblütler	Fabaceae = Leguminosae
Buchenartige	Fagales
Buchweizen	Fagopyrum
Echter Buchweizen	Fagopyrum esculentum
Buche	Fagus
Rot-Buche	Fagus sylvatica
Sichelmöhre	Falcaria
Sichelmöhre	Falcaria vulgaris
Flügelknöterich	Fallopia
Schling-Knöterich	Fallopia baldschuanica
Bastard-Knöterich	Fallopia bohemica
Winden-Knöterich	Fallopia convolvulus
Hecken-Knöterich	Fallopia dumetorum
Japan-Knöterich	Fallopia japonica
Kleiner Japanknöterich	Fallopia japonica var. compacta
Gewöhnlicher Japan-Knöterich	Fallopia japonica var. japonica
Sachalin-Knöterich	Fallopia sachalinensis
Schwingel	Festuca
Kleiner Schaf-Schwingel	Festuca airoides
Alpen-Schwingel	Festuca alpina
Wald-Schwingel	Festuca altissima
Amethyst-Schwingel	Festuca amethystina
Gewöhnlicher Amethyst-Schwingel	Festuca amethystina subsp. amethystina
Ritschlis Amethyst-Schwingel	Festuca amethystina subsp. ritschlii
Galmei-Schaf-Schwingel	Festuca aquisgranensis
Rohr-Schwingel	Festuca arundinacea
Gewöhnlicher Rohr-Schwingel	Festuca arundinacea subsp. arundinacea
Östlicher Rohr-Schwingel	Festuca arundinacea subsp. orientalis
Raublättriger Schaf-Schwingel	Festuca brevipila
Gewöhnlicher Raublättriger-Schaf-Schwingel	Festuca brevipila var. brevipila
Vielnerviger Raublättriger-Schaf-Schwingel	Festuca brevipila var. multinervis
Duvals Schaf-Schwingel	Festuca duvalii
Haar-Schafschwingel	Festuca filiformis
Riesen-Schwingel	Festuca gigantea
Blaugrüner Schwingel	Festuca glaucina
Harter Schaf-Schwingel	Festuca guestfalica
Ausgebreiteter Rot-Schwingel	Festuca heteromalla
Derber Schaf-Schwingel	Festuca heteropachys
Verschiedenblättriger Schwingel	Festuca heterophylla
Krummer Schaf-Schwingel	Festuca laevigata
Langblättriger Schaf-Schwingel	Festuca longifolia
Makutrenser Schaf-Schwingel	Festuca makutrensis
Schwärzlicher Rot-Schwingel	Festuca nigrescens
Norischer Violett-Schwingel	Festuca norica
Echter Schaf-Schwingel	Festuca ovina
Blasser Schaf-Schwingel	Festuca pallens
Patzkes Schaf-Schwingel	Festuca patzkei
Dünen-Schafschwingel	Festuca polesica
Wiesen-Schwingel	Festuca pratensis
Apennin-Wiesenschwingel	Festuca pratensis subsp. apennina
Gewöhnlicher Wiesen-Schwingel	Festuca pratensis subsp. pratensis
Sand-Schafschwingel	Festuca psammophila
Dunkelvioletter Schwingel	Festuca puccinellii
Schöner Schwingel	Festuca pulchella
Faltblättriger Schöner Schwingel	Festuca pulchella subsp. jurana
Gewöhnlicher Schöner Schwingel	Festuca pulchella subsp. pulchella
Niedriger Schwingel	Festuca quadriflora
Gewöhnlicher Rot-Schwingel	Festuca rubra
Dünen-Rotschwingel	Festuca rubra subsp. arenaria
Simsen-Rotschwingel	Festuca rubra subsp. juncea
Salz-Rotschwingel	Festuca rubra subsp. litoralis
Gewöhnlicher Rot-Schwingel	Festuca rubra subsp. rubra
Gemsen-Schwingel	Festuca rupicaprina
Furchen-Schafschwingel	Festuca rupicola
Haarblättriger Schwingel	Festuca trichophylla
Walliser Schaf-Schwingel	Festuca valesiaca
Falscher Schaf-Schwingel	Festuca valesiaca subsp. parviflora
Gewöhnlicher Walliser Schaf-Schwingel	Festuca valesiaca subsp. valesiaca
Filzkraut	Filago
Acker-Filzkraut	Filago arvensis
Französisches Filzkraut	Filago gallica
Deutsches Filzkraut	Filago germanica agg.
Gelbliches Filzkraut	Filago lutescens
Kleines Filzkraut	Filago minima
Übersehenes Filzkraut	Filago neglecta
Spatelblättriges Filzkraut	Filago pyramidata
Deutsches Filzkraut	Filago vulgaris
Deutsches Filzkraut	Filago vulgaris agg.
Farne	Filicopsida
Mädesüß	Filipendula
Echtes Mädesüß	Filipendula ulmaria
Kleines Mädesüß	Filipendula vulgaris
Gänsekresse	Fourraea
Übersehene Erdbeere	Fragaria × neglecta
Garten-Erdbeere	Fragaria ananassa
Bastard-Erdbeere	Fragaria hagenbachiana
Zimt-Erdbeere	Fragaria moschata
Garten-Erdbeere	Fragaria vesca race ananassa
Knack-Erbeere	Fragaria viridis
Faulbaum	Frangula
Faulbaum	Frangula alnus
Gewöhnlicher Faulbaum	Frangula alnus var. alnus
Ovalblättriger Faulbaum	Frangula alnus var. elliptica
Esche	Fraxinus
Blumen-Esche	Fraxinus ornus
Schachblume	Fritillaria
Schachblume	Fritillaria meleagris
Heideröschen	Fumana
Zwerg-Sonnenröschen	Fumana procumbens
Erdrauch	Fumaria
Gewöhnlicher Erdrauch	Fumaria officinalis
Gewöhnlicher Erdrauch	Fumaria officinalis subsp. officinalis
Wirtgens Erdrauch	Fumaria officinalis subsp. wirtgenii
Kleinblütiger Erdrauch	Fumaria parviflora
Kleinblütiger Erdrauch	Fumaria parviflora agg.
Geschnäbelter Erdrauch	Fumaria rostellata
Dunkler Erdrauch	Fumaria schleicheri
Blasser Erdrauch	Fumaria vaillantii
Schramms Erdrauch	Fumaria vaillantii subsp. schrammii
Gewöhnlicher Blasser Erdrauch	Fumaria vaillantii subsp. vaillantii
Gelbstern	Gagea
Felsen-Gelbstern	Gagea bohemica
Böhmischer Felsen-Gelbstern	Gagea bohemica subsp. bohemica
Gewöhnlicher Felsen Gelbstern	Gagea bohemica subsp. saxatilis
Röhriger Gelbstern	Gagea fragifera
Wald-Gelbstern	Gagea lutea
Kleiner Gelbstern	Gagea minima
Pommerscher Gelbstern	Gagea pomeranica
Wiesen-Gelbstern	Gagea pratensis
Scheiden-Gelbstern	Gagea spathacea
Acker-Goldstern	Gagea villosa
Schneeglöckchen	Galanthus
Geißraute	Galega
Geißraute	Galega officinalis
Hohlzahn	Galeopsis
Schmalblättriger Hohlzahn	Galeopsis angustifolia
Zweispaltiger Hohlzahn	Galeopsis bifida
Breitblättriger Hohlzahn	Galeopsis ladanum
Weichhaariger Hohlzahn	Galeopsis pubescens
Weichhaariger Hohlzahn	Galeopsis pubescens subsp. murriana
Weichhaariger Hohlzahn i. e. S.	Galeopsis pubescens subsp. pubescens
Gelber Hohlzahn	Galeopsis segetum
Bunter Hohlzahn	Galeopsis speciosa
Gewöhnlicher Hohlzahn	Galeopsis tetrahit
Gewöhnlicher Hohlzahn	Galeopsis tetrahit agg.
Franzosenkraut	Galinsoga
Behaartes Franzosenkraut	Galinsoga ciliata
Kleinblütiges Franzosenkraut	Galinsoga parviflora
Labkraut	Galium
Großblütiges Wiesen-Labkraut	Galium album
Großblütiges Wiesen-Labkraut	Galium album subsp. album
Dichthaariges Wiesen-Labkraut	Galium album subsp. pycnotrichum
Ungleichblättriges Labkraut	Galium anisophyllon
Gewöhnliches Kletten-Labkraut	Galium aparine
Grannen-Labkraut	Galium aristatum
Nordisches Labkraut	Galium boreale
Nordisches Labkraut	Galium boreale agg.
Blaugrünes Labkraut	Galium glaucum
Glänzendes Wiesen-Labkraut	Galium lucidum
Schweizer Labkraut	Galium megalospermum
Kleinblütiges Wiesen-Labkraut	Galium mollugo
Norisches Labkraut	Galium noricum
Waldmeister	Galium odoratum
Sumpf-Labkraut	Galium palustre
Hohes Sumpf-Labkraut	Galium palustre subsp. elongatum
Gewöhnliches Sumpf-Labkraut	Galium palustre subsp. palustre
Pariser Labkraut	Galium parisiense
Pariser Labkraut	Galium parisiense agg.
Weißgelbes Labkraut	Galium pomeranicum
Zierliches Labkraut	Galium pumilum
Rundblättriges Labkraut	Galium rotundifolium
Krappartiges Labkraut	Galium rubioides
Harzer Labkraut	Galium saxatile
Glattes Wald-Labkraut	Galium schultesii
Kleinfrüchtiges Kletten-Labkraut	Galium spurium
Kleinfrüchtiges Kletten-Labkraut	Galium spurium subsp. spurium
Borstiges Kletten-Labkraut	Galium spurium subsp. vaillantii
Sterners Labkraut	Galium sterneri
Sudeten-Labkraut	Galium sudeticum
Schwedisches Labkraut	Galium suecicum
Gewöhnliches Wald-Labkraut	Galium sylvaticum
Wald-Labkraut	Galium sylvaticum agg.
Dreihörniges Labkraut	Galium tricornutum
Traunsee-Labkraut	Galium truniacum
Moor-Labkraut	Galium uliginosum
Mährisches Labkraut	Galium valdepilosum
Echtes Labkraut	Galium verum
Wirtgens Labkraut	Galium wirtgenii
Ährenhafer	Gaudinia
Zerbrechlicher Ährenhafer	Gaudinia fragilis
Ginster	Genista
Englischer Ginster	Genista anglica
Deutscher Ginster	Genista germanica
Behaarter Ginster	Genista pilosa
Färber-Ginster	Genista tinctoria
Küsten-Färberginster	Genista tinctoria subsp. littoralis
Gewöhnlicher Färber-Ginster	Genista tinctoria subsp. tinctoria
Enzian	Gentiana
Kochs Enzian	Gentiana acaulis
Schwalbenwurz-Enzian	Gentiana asclepiadea
Bayerischer Enzian	Gentiana bavarica
Bayerischer Enzian	Gentiana bavarica agg.
Clusius Enzian	Gentiana clusii
Kreuz-Enzian	Gentiana cruciata
Schnee-Enzian	Gentiana nivalis
Rundblättriger Enzian	Gentiana orbicularis
Ungarischer Enzian	Gentiana pannonica
Lungen-Enzian	Gentiana pneumonanthe
Tüpfel-Enzian	Gentiana punctata
Purpur-Enzian	Gentiana purpurea
Schlauch-Enzian	Gentiana utriculosa
Frühlings-Enzian	Gentiana verna
Enzianartige	Gentianales
Fransenenzian	Gentianella
Bitterer Fransenenzian	Gentianella amarella
Rauer Fransenenzian	Gentianella aspera
Österreichischer Fransenenzian	Gentianella bohemica
Feld-Enzian	Gentianella campestris
Baltischer Feld-Enzian	Gentianella campestris subsp. baltica
Gewöhnlicher Feld-Enzian	Gentianella campestris subsp. campestris
Gewöhnlicher Fransenenzian	Gentianella ciliata
Deutscher Fransenenzian	Gentianella germanica
Deutscher Fransenenzian	Gentianella germanica agg.
Gewöhnlicher Deutscher Fransenenzian	Gentianella germanica subsp. germanica
Sächsischer Fransenenzian	Gentianella germanica subsp. saxonica
Karpaten-Fransenenzian	Gentianella lutescens
Zarter Fransenenzian	Gentianella tenella
Sumpf-Enzian	Gentianella uliginosa
Storchschnabelartige	Geraniales
Storchschnabel	Geranium
Böhmischer Storchschnabel	Geranium bohemicum
Stein-Storchschnabel	Geranium columbinum
Schlitzblättriger Storchschnabel	Geranium dissectum
Spreizender Storchschnabel	Geranium divaricatum
Glänzender Storchschnabel	Geranium lucidum
Felsen-Storchschnabel	Geranium macrorrhizum
Weicher Storchschnabel	Geranium molle
Weicher Storchschnabel	Geranium molle agg.
Knotiger Storchschnabel	Geranium nodosum
Sumpf-Storchschnabel	Geranium palustre
Brauner Storchschnabel	Geranium phaeum
Blassvioletter Brauner Storchschnabel	Geranium phaeum subsp. lividum
Gewöhnlicher Brauner Storchschnabel	Geranium phaeum subsp. phaeum
Wiesen-Storchschnabel	Geranium pratense
Purpur-Storchschnabel	Geranium purpureum
Kleiner Storchschnabel	Geranium pusillum
